"nome_da_serie","temporada","media_nota_temporada","total_votos_temporada","ano_temporada"
"Free Spirit","1",5.52222222222222,112,"1989"
"Free for All","1",5.22857142857143,79,"2003"
"Free to Choose","1",8.58,169,"1980"
"Free!","1",7.46666666666667,657,"2013"
"Free!","2",7.44285714285714,518,"2014"
"Free!","3",7.82307692307692,265,"2018"
"Free!","\N",8.76666666666667,43,"2013"
"Freedom","1",7.3625,54,"2000"
"Freedom Fighters: The Ray","1",6.26666666666667,916,"2017"
"Freedom Fighters: The Ray","2",5.63333333333333,711,"2018"
"Freedom: A History of US","1",7.325,421,"2003"
"Freelancers","1",9.175,176,"2019"
"Freelancers","2",8.775,91,"2021"
"Freeman's Mind","1",8.18571428571429,43,"2007"
"Freeman's Mind","2",8.15,24,"2009"
"Freeman's Mind","8",8,6,"2014"
"Freeridge","1",7.5625,407,"2023"
"Freewheelers","6",6,10,"1971"
"Freewheelers","7",6.4,10,"1972"
"Freeze the Fear with Wim Hof","1",7.5,79,"2022"
"Freezing","1",6.66666666666667,474,"2008"
"Freezing Vibration","1",6.56666666666667,230,"2013"
"Fremde Kinder","1",7.68,33,"2005"
"French Fields","1",7.1,98,"1989"
"French Fields","2",6.55714285714286,99,"1990"
"French Fields","3",6.63333333333333,64,"1991"
"French Odyssey","1",8.56666666666667,38,"2005"
"French Open Tennis","52",8,21,"2020"
"French Open Tennis","53",8.6,5,"2021"
"French and Saunders","1",7.5,314,"1987"
"French and Saunders","2",7.85,237,"1988"
"French and Saunders","3",8.1,364,"1990"
"French and Saunders","4",8.37142857142857,336,"1993"
"French and Saunders","5",7.84285714285714,305,"1996"
"French and Saunders","6",6.88333333333333,213,"2004"
"French and Saunders","\N",7.575,435,"1988"
"Frenemies","1",7.9,30,"2013"
"Frenemies","2",8.55,15,"2014"
"Frequency","1",7.67142857142857,5634,"2016"
"Fresh Baked Video Games","1",9.8,20,"2006"
"Fresh Beat Band of Spies","1",7.2,7,"2015"
"Fresh Blood Pilot Season","1",8.96666666666667,34,"2015"
"Fresh Blood Pilot Season","2",8.5,9,"2018"
"Fresh Blood: Aunty Donna","1",8.2,6,"2014"
"Fresh Eggs","1",7.55,77,"2019"
"Fresh Fields","1",7.28333333333333,139,"1984"
"Fresh Fields","2",7.15,108,"1984"
"Fresh Fields","3",7.51428571428571,101,"1985"
"Fresh Fields","4",7.15,102,"1986"
"Fresh Hell","1",6.46,79,"2011"
"Fresh Hell","2",6.28,140,"2012"
"Fresh Meat","1",7.3625,1668,"2011"
"Fresh Meat","2",7.6125,1267,"2012"
"Fresh Meat","3",7.575,1162,"2013"
"Fresh Meat","4",7.5,784,"2016"
"Fresh Off the Boat","1",7.51538461538462,6597,"2015"
"Fresh Off the Boat","2",7.54583333333333,7748,"2015"
"Fresh Off the Boat","3",7.58260869565217,6357,"2016"
"Fresh Off the Boat","4",7.36315789473684,4264,"2017"
"Fresh Off the Boat","5",7.27727272727273,4369,"2018"
"Fresh Off the Boat","6",6.92,2670,"2019"
"Fresh, Fried and Crispy","1",7.3125,367,"2021"
"Freshman","1",8.7,6,"2019"
"Freshman Dorm","1",6.48,121,"1992"
"Freshy Kanal Rap Battles","4",7.4,7,"2021"
"Fresno","1",8.7,11,"1986"
"Freud","1",6.97,3297,"1984"
"Freunde sind mehr","1",6.65,17,"2022"
"Friday Five Sharp","1",9.35555555555556,189,"2015"
"Friday Five Sharp","2",9.10666666666667,289,"2015"
"Friday Five Sharp","3",9,214,"2017"
"Friday Five Sharp","4",9.01538461538462,251,"2018"
"Friday Five Sharp","5",9.28333333333333,254,"2018"
"Friday Five Sharp","6",8.96363636363636,107,"2020"
"Friday Five Sharp","7",9.05,26,"2021"
"Friday Night Dinner","1",7.68333333333333,3599,"2011"
"Friday Night Dinner","2",7.9,3838,"2012"
"Friday Night Dinner","3",7.85,3309,"2014"
"Friday Night Dinner","4",7.81666666666667,3016,"2016"
"Friday Night Dinner","5",7.73333333333333,3007,"2018"
"Friday Night Dinner","6",7.66666666666667,3172,"2020"
"Friday Night Lights","1",7.98636363636364,18255,"2006"
"Friday Night Lights","2",7.80666666666667,8449,"2007"
"Friday Night Lights","3",8.33846153846154,6347,"2008"
"Friday Night Lights","4",8.40769230769231,6702,"2009"
"Friday Night Lights","5",8.42307692307692,6522,"2010"
"Friday Night Tykes","1",7.61666666666667,43,"2014"
"Friday Night Tykes","2",7.26666666666667,17,"2015"
"Friday Night Tykes","3",8.2,6,"2016"
"Friday Night Tykes","4",8.13333333333333,15,"2017"
"Friday Night in with the Morgans","1",9.07142857142857,68,"2020"
"Friday Night with Jonathan Ross","10",5.96666666666667,44,"2006"
"Friday Night with Jonathan Ross","11",6.38,86,"2006"
"Friday Night with Jonathan Ross","12",6.8,15,"2007"
"Friday Night with Jonathan Ross","13",5.15,23,"2007"
"Friday Night with Jonathan Ross","14",7.03333333333333,39,"2008"
"Friday Night with Jonathan Ross","16",7.4,12,"2009"
"Friday Night with Jonathan Ross","18",6.9,570,"2010"
"Friday Night with Jonathan Ross","3",5.7,25,"2002"
"Friday Night with Jonathan Ross","4",6.9,36,"2003"
"Friday Night with Jonathan Ross","5",6.2,22,"2003"
"Friday Night with Jonathan Ross","6",3.7,23,"2004"
"Friday Night with Jonathan Ross","7",4.8,22,"2004"
"Friday Night with Jonathan Ross","8",3.7,26,"2005"
"Friday Night with Jonathan Ross","9",6.06666666666667,34,"2005"
"Friday Night, Saturday Morning","1",8.7,23,"1979"
"Friday on My Mind","1",6.88,42,"1992"
"Friday the 13th: The Series","1",6.79230769230769,5321,"1987"
"Friday the 13th: The Series","2",7,3119,"1988"
"Friday the 13th: The Series","3",6.915,2120,"1989"
"Friday: The Animated Series","1",7.65,81,"2007"
"Fridays","1",6.14444444444444,172,"1980"
"Fridays","2",6.8,217,"1980"
"Fridays","3",7.32222222222222,137,"1981"
"Frids film","\N",7.4,20,"2003"
"Fried","1",6.4,118,"2014"
"Friedefeld","1",5.3,50,"2024"
"Frieden","1",6.8,186,"2020"
"Friedliche Weihnachten","1",5.73333333333333,49,"2022"
"Friedmanns Vier","1",7,6,"2021"
"Friend, Our Legend","1",7.6,5,"2009"
"Friends","1",8.1375,167441,"1994"
"Friends","10",8.52777777777778,96908,"2003"
"Friends","2",8.28333333333333,146006,"1995"
"Friends","3",8.248,141337,"1996"
"Friends","4",8.32083333333333,133657,"1997"
"Friends","5",8.47916666666667,136236,"1998"
"Friends","6",8.32,128817,"1999"
"Friends","7",8.25,116144,"2000"
"Friends","8",8.2875,118008,"2001"
"Friends","9",8.10869565217391,105070,"2002"
"Friends Like Her","1",9.7,6,"2024"
"Friends Speak","1",7.8,5,"2020"
"Friends from College","1",6.9375,3492,"2017"
"Friends from College","2",7.55,2125,"2019"
"Friends of the People","1",8.2,6,"2014"
"Friends to Lovers?","1",6.8,5,"2015"
"Friends with Benefits","1",6.83076923076923,777,"2011"
"Friends with Better Lives","1",7.65384615384615,1362,"2014"
"Friesland","1",6.88,526,"2014"
"Friesland","2",6.32,762,"2018"
"Friesland","3",6.08,277,"2022"
"Fright Bites","1",5.56666666666667,146,"2016"
"Fright Club","1",7.8,45,"2021"
"Fright Club","2",7.9,12,"2022"
"Fright Krewe","1",9.05,327,"2023"
"Fright Krewe","2",8.4,110,"2024"
"Friheden","1",7.34,333,"2018"
"Friheden","2",6.8625,120,"2020"
"Frikjent","1",7.22,1327,"2015"
"Frikjent","2",7.5125,901,"2016"
"Fringe","1",8.03,57919,"2008"
"Fringe","2",8.19565217391304,58813,"2009"
"Fringe","3",8.3,47770,"2010"
"Fringe","4",8.19090909090909,45609,"2011"
"Fringe","5",8.43076923076923,27274,"2012"
"Fringe Nation","1",7.4,16,"2020"
"Frisky Dingo","1",7.94615384615385,1579,"2006"
"Frisky Dingo","2",8.15833333333333,986,"2007"
"Fritzie - Der Himmel muss warten","1",6,57,"2020"
"Fritzie - Der Himmel muss warten","2",5.68333333333333,54,"2021"
"Fritzie - Der Himmel muss warten","3",5.36666666666667,31,"2022"
"Frog and Toad","1",8.58888888888889,166,"2023"
"Frog and Toad","2",7.9,7,"2024"
"Frogger","1",7.91538461538462,88,"2021"
"From","1",7.58,26470,"2022"
"From","2",7.25,21682,"2023"
"From Beyond","1",7.05714285714286,115,"2017"
"From Cradle to Stage","1",7.85,91,"2021"
"From Darkness","1",6.6,382,"2015"
"From Dusk Till Dawn: The Series","1",7.23,7037,"2014"
"From Dusk Till Dawn: The Series","2",7.33,3668,"2015"
"From Dusk Till Dawn: The Series","3",7.27,2973,"2016"
"From G's to Gents","\N",8.7,17,"2008"
"From Here on OUT","1",7.33333333333333,64,"2014"
"From Here to Eternity","1",7.46666666666667,73,"1979"
"From Ice to Fire: The Incredible Science of Temperature","1",7.23333333333333,28,"2018"
"From Me to You: Kimi ni Todoke","1",7.8,318,"2023"
"From Paris to Rome with Bettany Hughes","1",7.975,39,"2022"
"From Russia to Iran: Crossing the Wild Frontier","1",8.5,75,"2017"
"From Scratch","1",7.85,2460,"2022"
"From There to Here","1",7.36666666666667,120,"2014"
"From tha Bottom 2 tha Top","1",9.35,85,"2016"
"From the Basement","1",9.2,9,"2008"
"From the Basement","3",6.5,11,"2012"
"From the Basement","4",8.9,37,"2011"
"From the Earth to the Moon","1",8.025,5498,"1998"
"Front Page Detective","1",6.1625,113,"1951"
"Front Row","2",9.6,17,"2018"
"Front Seat Chronicles","1",8.6,5,"2012"
"Front and Center","10",9.4,5,"2021"
"Front and Center","3",8,5,"2014"
"Front and Center","8",7.3,8,"2018"
"Frontera Verde","1",7.5,890,"2019"
"Fronteras","1",6.6,5,"2011"
"Frontier","1",7.38666666666667,3831,"1955"
"Frontier","2",7.65,2499,"2017"
"Frontier","3",7.28333333333333,2033,"2018"
"Frontier Circus","1",6.85384615384615,311,"1961"
"Frontier Doctor","1",6.88928571428571,329,"1956"
"Frontier House","1",6.7,44,"2002"
"Frontiers","\N",5.76666666666667,27,"1959"
"Frontkjempere","1",6.35,14,"2021"
"Frontline","1",8.18888888888889,333,"1983"
"Frontline","10",8.2,24,"1992"
"Frontline","11",7.83333333333333,129,"1993"
"Frontline","12",8.025,106,"1994"
"Frontline","13",7.225,76,"1995"
"Frontline","14",7.61428571428571,577,"1995"
"Frontline","15",7.44285714285714,248,"1996"
"Frontline","16",7.95,514,"1998"
"Frontline","17",8.03333333333333,162,"1999"
"Frontline","18",8.04285714285714,116,"2000"
"Frontline","19",7.87142857142857,498,"2001"
"Frontline","2",8.45333333333333,268,"1984"
"Frontline","20",7.58571428571429,334,"2002"
"Frontline","21",7.92727272727273,175,"2003"
"Frontline","22",7.9625,669,"2004"
"Frontline","23",7.86153846153846,270,"2004"
"Frontline","24",8.06153846153846,780,"2005"
"Frontline","25",7.75,301,"2007"
"Frontline","26",7.76666666666667,867,"2008"
"Frontline","27",7.65882352941176,871,"2009"
"Frontline","28",7.75333333333333,1094,"2007"
"Frontline","29",7.18695652173913,390,"2011"
"Frontline","3",8.7125,725,"1984"
"Frontline","30",7.6,657,"2012"
"Frontline","31",7.5578947368421,969,"2013"
"Frontline","32",7.82631578947368,1873,"2014"
"Frontline","33",7.44285714285714,1121,"2015"
"Frontline","34",7.52,783,"2016"
"Frontline","35",7.26315789473684,996,"2016"
"Frontline","36",7.30588235294118,1112,"2017"
"Frontline","37",7.23809523809524,1251,"2018"
"Frontline","38",7.5,2258,"2019"
"Frontline","39",7.06666666666667,1473,"2020"
"Frontline","4",7.35,21,"1986"
"Frontline","40",7.42307692307692,834,"2021"
"Frontline","41",7.665,1156,"2022"
"Frontline","42",7.40476190476191,817,"2023"
"Frontline","5",8.1,75,"1987"
"Frontline","6",7.5,31,"1988"
"Frontline","7",8.26666666666667,41,"1989"
"Frontline","9",7.93333333333333,26,"1991"
"Frontline","\N",7.41428571428571,94,"2011"
"Frontline/World","3",5.95,35,"2004"
"Frontline/World","5",9.4,30,"2006"
"Frontline/World","\N",9.14,104,"2005"
"Frontlines","1",7.85,64,"2020"
"Frontman","1",7.15,41,"2021"
"Frost on Sunday","2",8.7,43,"1970"
"Froutopia","1",7.875,103,"1985"
"Froutopia","2",7.85833333333333,72,"1985"
"Frozen Planet","1",8.2,6134,"2011"
"Frozen Planet II","1",8.64285714285714,1414,"2022"
"Fructul oprit","1",8.7,7,"2018"
"Fruits Basket","1",7.80769230769231,1587,"2001"
"Fry's Planet Word","1",6.9,76,"2011"
"Frybread","1",9.8,5,"2018"
"Frágil","1",8.3,18,"2019"
"Frágiles","1",6,6,"2012"
"Från A till Ö","1",6.78846153846154,138,"1974"
"Från trakten","1",7.1875,80,"2023"
"Fröken Frimans krig","1",8.23333333333333,80,"2013"
"Fröken Frimans krig","2",7.93333333333333,79,"2015"
"Fröken Frimans krig","3",7.86666666666667,78,"2016"
"Fröken Frimans krig","4",7.83333333333333,58,"2017"
"Frühling","1",6,97,"2011"
"Frühling","10",5.84,127,"2021"
"Frühling","11",5.56,105,"2022"
"Frühling","12",5.48333333333333,137,"2023"
"Frühling","13",6.1,75,"2024"
"Frühling","2",6.35,82,"2013"
"Frühling","3",5.66666666666667,91,"2014"
"Frühling","4",5.85,72,"2015"
"Frühling","5",5.8,73,"2016"
"Frühling","6",5.96666666666667,81,"2017"
"Frühling","7",5.925,117,"2018"
"Frühling","8",5.84,146,"2019"
"Frühling","9",5.75,132,"2020"
"Frühstücksfernsehen","1",9.1,10,"2013"
"Fubar Age of Computer","1",7.7125,86,"2017"
"Fuck You, It's January!!!","1",9.2,16,"2015"
"Fuck, That's Delicious","1",8.175,214,"2016"
"Fuck, That's Delicious","2",8.54166666666667,240,"2016"
"Fuck, That's Delicious","3",8.39,164,"2018"
"Fuck, That's Delicious","4",8.00909090909091,108,"2020"
"Fuck, That's Delicious","\N",8.7,7,"2017"
"Fucking Amanda. You Ruined My Life","1",7.2625,193,"2017"
"Fucking Amanda. You Ruined My Life","2",7.65,193,"2018"
"Fudanshi kôkô seikatsu","1",5.43333333333333,102,"2016"
"Fudge","1",6.825,163,"1995"
"Fudêncio e Seus Amigos","1",7.3,11,"2005"
"Fudêncio e Seus Amigos","2",7.4,5,"2006"
"Fuego en la sangre","1",9,10,"2008"
"Fugget About It","1",7.26153846153846,588,"2012"
"Fugget About It","2",7.31538461538462,373,"2013"
"Fugget About It","3",7.17,492,"2015"
"Fugiram de Casa de Seus Pais","1",7.53333333333333,17,"2017"
"Fugitiva","1",6.8,236,"2018"
"Fugitivos","1",9,6,"2014"
"Fugueuse","1",7.475,286,"2018"
"Fugueuse","2",7.3,34,"2020"
"Fugô Keiji Balance: UNLIMITED","1",7.95454545454545,910,"2020"
"Fuh se Fantasy","1",5.74444444444444,168,"2019"
"Fuh se Fantasy","2",7.91052631578947,1531,"2023"
"Fuh se Fantasy","3",8.91111111111111,2599,"2023"
"Fukigen na Mononokean","1",7.51538461538462,141,"2016"
"Fukigen na Mononokean","2",7.18461538461538,83,"2019"
"Fukou-kun wa Kiss Suru Shikanai!","1",8.025,139,"2022"
"Fukumenkei Noise","1",6.5,6,"2017"
"Fukuyado Honpo: Kyoto Love Story","1",8,6,"2016"
"Full Benefits","1",7.54,32,"2010"
"Full Benefits","2",7.825,21,"2010"
"Full Benefits","3",7.95,20,"2011"
"Full Bloom","1",7.26666666666667,37,"2020"
"Full Circle","1",7.49375,1930,"2013"
"Full Circle","2",6.725,64,"2015"
"Full Circle with Michael Palin","1",8.21,800,"1997"
"Full Count +1","2",8.3,106,"2024"
"Full English","1",7.36,61,"2012"
"Full Frontal Comedy","1",6.6,11,"1996"
"Full Frontal Comedy","2",6.8,6,"1997"
"Full Frontal with Samantha Bee","1",7.02051282051282,2993,"2016"
"Full Frontal with Samantha Bee","2",6.85483870967742,1692,"2017"
"Full Frontal with Samantha Bee","3",6.3037037037037,898,"2018"
"Full Frontal with Samantha Bee","4",5.87666666666667,709,"2019"
"Full Frontal with Samantha Bee","5",5.96666666666667,691,"2020"
"Full Frontal with Samantha Bee","6",5.95652173913043,438,"2021"
"Full Frontal with Samantha Bee","7",6.29411764705882,313,"2022"
"Full Frontal with Samantha Bee","\N",5.2,6,"2021"
"Full House","1",6.95714285714286,9185,"1985"
"Full House","2",7.05416666666667,7439,"1985"
"Full House","3",7.16,7284,"1986"
"Full House","4",7.32592592592593,7686,"1990"
"Full House","5",6.95384615384615,6642,"1991"
"Full House","6",7.02916666666667,6108,"1992"
"Full House","7",6.89166666666667,5993,"1993"
"Full House","8",6.84583333333333,6001,"1994"
"Full Metal Panic!","1",6.90416666666667,1259,"2002"
"Full Metal Panic!","2",7.50714285714286,656,"2003"
"Full Metal Panic!","3",7.27857142857143,453,"2005"
"Full Metal Panic! Invisible Victory","1",8.575,317,"2018"
"Full Metal Panic! Invisible Victory","\N",7.8,8,"2018"
"Full Moon Fright Night","1",6.55,56,"2002"
"Full Steam Ahead","1",8.46666666666667,106,"2016"
"Full Stretch","1",8.1,7,"1993"
"Full Swing","1",7.8,1674,"2023"
"Full Swing","2",8.0375,768,"2024"
"Full frys","1",6.76666666666667,58,"1999"
"Fuller House","1",7.28461538461538,8459,"2016"
"Fuller House","2",7.46923076923077,4906,"2016"
"Fuller House","3",7.21666666666667,5161,"2017"
"Fuller House","4",7.24615384615385,3275,"2018"
"Fuller House","5",7.58888888888889,4074,"2019"
"Fumetsu no Anata e","1",8.655,17389,"2021"
"Fumetsu no Anata e","2",7.92,3640,"2022"
"Fumetsu no Anata e","\N",8.8,88,"2021"
"Fumikiri Jikan","1",5.925,123,"2018"
"Fun House","1",6.8,8,"1989"
"Fun House","3",2.7,9,"1990"
"Fun at the Funeral Parlour","1",6.8,75,"2001"
"Fun at the Funeral Parlour","2",7.1,77,"2002"
"Fundamental Paper Education","1",9.7,11,"2024"
"Funduq Al Aqdar","1",8.8,12,"2021"
"Fune wo amu","1",7.62727272727273,236,"2016"
"Funeral for a Dog","1",6.3375,89,"2022"
"Fung sun bong","1",6.1,14,"2001"
"Fungeons & Flagons","1",9.39,72,"2017"
"Fungeons & Flagons","2",8.74,70,"2018"
"Fungeons & Flagons","3",9.32,77,"2020"
"Fungus the Bogeyman","1",7.3,96,"2004"
"Funland","1",7.96363636363636,153,"2005"
"Funny Business","1",7.6,35,"1992"
"Funny Cuts","1",7.8,34,"2006"
"Funny Ha-Ha","1",6.7,8,"1974"
"Funny Show Presents","1",9.48,91,"2011"
"Funny Show Presents","2",9.33,145,"2013"
"Funny Show Presents","3",9.21111111111111,97,"2017"
"Funny Turns","\N",8,49,"1999"
"Funny Valentines","\N",8.1,18,"2015"
"Funny Woman","1",7.68333333333333,878,"2023"
"Funny Woman","2",6.8,10,"2024"
"Funny Women","2",7.2,7,"1998"
"Funny Women","3",8.4,10,"1999"
"Funny as Hell","1",5.7,144,"2011"
"Funny as Hell","2",1.6,24,"2012"
"Funny or Die Presents...","1",5.925,501,"2010"
"Funny or Die Presents...","2",5.37,266,"2011"
"Funny or Die Presents...","3",4.8,14,"2012"
"Funny or Die Presents...","\N",6.26818181818182,2806,"2007"
"Funny or Die's Billy on the Street","1",7.8,149,"2011"
"Funny or Die's Billy on the Street","2",8.11666666666667,312,"2012"
"Funny or Die's Billy on the Street","3",8.15,202,"2014"
"Funny or Die's Billy on the Street","4",8.39090909090909,250,"2015"
"Funny or Die's Billy on the Street","5",8.32222222222222,195,"2016"
"Funny or Not Here We Come","1",7.4,11,"2017"
"Funny!","1",8.45,30,"2022"
"FunnyMovie","1",2.6,1191,"2008"
"FunnyMovie","2",3.25,131,"2011"
"Funnybones","1",7.10833333333333,108,"1992"
"Fuoriclasse","1",6.3,66,"2011"
"Fur TV","1",7.3375,156,"2008"
"Furia","1",7.55,712,"2021"
"Furia","2",6.43333333333333,184,"2023"
"Furies","1",6.8875,990,"2024"
"Furikuri 3","1",6.13333333333333,121,"2018"
"Furioza","1",7.125,49,"2022"
"Fursan Quraih","1",8.88,214,"2024"
"Further Abroad","\N",8.4,6,"1994"
"Further Back in Time for Dinner","1",8.15,12,"2017"
"Further Tales of the City","1",7.83333333333333,150,"2001"
"Furuhata Ninzaburô","1",7.52307692307692,234,"1994"
"Furuhata Ninzaburô","2",7.5,196,"1996"
"Furuhata Ninzaburô","3",7.09230769230769,264,"1999"
"Furuhata Ninzaburô","4",7.6,113,"2004"
"Fury","1",6.94615384615385,496,"1955"
"Fury","2",7.31,194,"1956"
"Fury","3",6.96538461538462,187,"1957"
"Fury","4",6.99545454545455,173,"1958"
"Fury","5",6.84090909090909,165,"1959"
"Fury Files","1",6.975,111,"2012"
"Fury Files","2",6.85,124,"2013"
"Furûtsu Basuketto","1",8,8364,"2019"
"Furûtsu Basuketto","2",8.292,6769,"2020"
"Furûtsu Basuketto","3",9.19230769230769,6159,"2021"
"Fushigi Yûgi","1",8.025,213,"1995"
"Fushigi Yûgi","2",8.17407407407407,193,"1995"
"Fushigi Yûgi","3",6.76666666666667,20,"1996"
"Fushigi na koala Blinky","1",5.71538461538462,213,"1984"
"Fushigi no Umi no Nadia","1",7.18717948717949,2230,"1990"
"Fushigi no kuni no Arisu","1",7.3,13,"1983"
"Futakoi Alternative","1",7.2,5,"2005"
"Futari Ecchi","1",6.975,24,"2002"
"Futari Wa Pretty Cure","1",8.07959183673469,415,"2004"
"Futari wa purikyua: Max Heart","1",7.2,11,"2005"
"Futekisetsu ni mo Hodo ga Aru!","1",8.16,128,"2024"
"Futmalls","1",6.6375,69,"2020"
"Futoku no Guild","1",7,361,"2022"
"Futsal Boys!!!!!","1",7.60833333333333,95,"2022"
"Futurama","1",8.06666666666667,35439,"1999"
"Futurama","10",7.57692307692308,29433,"2013"
"Futurama","11",6.83,16904,"2023"
"Futurama","12",6.9,3255,"2024"
"Futurama","2",7.885,62198,"1999"
"Futurama","3",7.96666666666667,46518,"2000"
"Futurama","4",7.98333333333333,34639,"2001"
"Futurama","5",8.11875,48664,"2002"
"Futurama","6",7.43125,10731,"2008"
"Futurama","7",7.63846153846154,33509,"2010"
"Futurama","8",7.53076923076923,27350,"2011"
"Futurama","9",7.31538461538462,25905,"2012"
"Future Cop","1",7.08571428571429,160,"1976"
"Future Fantastic","1",9.32222222222222,223,"1996"
"Future Girl","1",9.4,22,"2016"
"Future Man","1",7.93076923076923,11222,"2017"
"Future Man","2",7.46153846153846,6839,"2019"
"Future Man","3",7.5125,2936,"2020"
"Future Sex","1",6.54,134,"2018"
"Future of Work","1",7.43333333333333,32,"2021"
"Future-Worm!","1",7.32,41,"2016"
"FutureWeapons","1",8.21666666666667,59,"2006"
"FutureWeapons","2",7.98333333333333,35,"2007"
"Futurescape with James Woods","1",7.51666666666667,95,"2013"
"Futurestates","1",6.93636363636364,223,"2010"
"Futurestates","2",7.78888888888889,145,"2011"
"Futurestates","3",7.18333333333333,165,"2012"
"Futurestates","4",7.08,57,"2013"
"Futurestates","5",7.33333333333333,37,"2014"
"Futurestates","\N",7.55,12,"2014"
"Fuufu Ijou, Koibito Miman.","1",7.69166666666667,1961,"2022"
"Fuuka","1",7.69166666666667,189,"2017"
"Fuyuchakado badifaito","1",7,6,"2014"
"Fuzz","1",10,6,"2007"
"Fußballtrainer Wulff","1",6.52307692307692,86,"1972"
